2.500000000000000052e-03,2.599999999999999881e-03,2.649999999999999925e-02,9.199999999999999845e-02,6.600000000000000311e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000143e-03,2.899999999999999800e-03,1.200000000000000025e-02,3.180000000000000188e-02,5.199999999999999761e-02,8.699999999999999400e-02,4.100000000000000172e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.699999999999999905e-03,1.030000000000000100e-03,2.500000000000000052e-03,2.400000000000000050e-02,3.359999999999999792e-02,3.400000000000000244e-02,5.999999999999999778e-02,9.800000000000000377e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.569999999999999998e-03,2.200000000000000133e-03,9.199999999999999845e-03,1.909999999999999892e-02,3.559999999999999970e-02,2.469999999999999973e-02,9.499999999999999764e-03,1.799999999999999864e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.300000000000000086e-04,9.700000000000000505e-04,5.599999999999999943e-03,1.400000000000000029e-02,1.710000000000000062e-02,2.400000000000000050e-02,1.439999999999999961e-02,2.800000000000000058e-02,3.899999999999999994e-02,1.660000000000000087e-01
2.700000000000000035e-04,6.400000000000000524e-04,2.899999999999999800e-03,6.899999999999999883e-03,1.290000000000000001e-02,5.499999999999999681e-03,2.299999999999999961e-02,2.000000000000000042e-02,2.500000000000000139e-02,1.590000000000000024e-01
0.000000000000000000e+00,2.300000000000000070e-04,2.459999999999999947e-03,1.030000000000000013e-02,3.090000000000000038e-02,5.460000000000000270e-02,5.000000000000000278e-02,6.199999999999999956e-02,6.199999999999999956e-02,5.899999999999999689e-02
0.000000000000000000e+00,2.700000000000000035e-04,7.500000000000000156e-04,1.099999999999999936e-02,2.649999999999999925e-02,3.880000000000000115e-02,6.600000000000000311e-02,3.899999999999999994e-02,7.499999999999999722e-02,1.000000000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000105e-03,3.200000000000000153e-03,7.000000000000000146e-03,2.069999999999999965e-02,2.069999999999999965e-02,3.599999999999999728e-02,2.999999999999999889e-02,3.400000000000000244e-02
2.900000000000000017e-04,0.000000000000000000e+00,6.099999999999999737e-04,1.539999999999999919e-03,3.500000000000000073e-03,4.599999999999999922e-03,4.599999999999999922e-03,1.480000000000000066e-02,1.050000000000000065e-02,3.200000000000000067e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.099999999999999737e-04,1.069999999999999988e-03,2.799999999999999972e-03,5.000000000000000104e-03,4.799999999999999580e-03,9.900000000000000813e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000052e-04,8.999999999999999754e-04,1.170000000000000033e-03,1.580000000000000024e-03,2.099999999999999870e-03,2.799999999999999972e-03,8.600000000000000006e-03,2.089999999999999844e-02,2.100000000000000130e-02
0.000000000000000000e+00,4.099999999999999912e-04,1.619999999999999912e-03,1.649999999999999991e-03,1.020000000000000073e-03,2.579999999999999828e-03,5.700000000000000205e-03,4.899999999999999842e-03,0.000000000000000000e+00,0.000000000000000000e+00
